trigger_no,timestamp_iso,trigger_sample_index,wav_file
1,2026-05-06T01:44:19.227,419840,trigger_0001_20260506_014419_289755.wav
2,2026-05-06T01:44:21.126,602112,trigger_0002_20260506_014421_187299.wav
3,2026-05-06T01:44:23.036,785664,trigger_0003_20260506_014423_101917.wav
4,2026-05-06T01:44:25.054,979200,trigger_0004_20260506_014425_115266.wav
5,2026-05-06T01:44:27.096,1175296,trigger_0005_20260506_014427_157631.wav
