timestamp_iso,elapsed_sec,z_g
2026-05-04T22:03:58.501,0.033168,0.0059
2026-05-04T22:03:58.502,0.033411,-0.0098
2026-05-04T22:03:58.502,0.033684,0.0059
2026-05-04T22:03:58.502,0.033918,0.0029
2026-05-04T22:03:58.502,0.034153,0.0029
2026-05-04T22:03:58.503,0.034417,0.0127
2026-05-04T22:03:58.503,0.034539,-0.0059
2026-05-04T22:03:58.503,0.034694,-0.0010
2026-05-04T22:03:58.503,0.034874,0.0029
2026-05-04T22:03:58.503,0.034986,0.0029
2026-05-04T22:03:58.503,0.035178,0.0029
2026-05-04T22:03:58.504,0.035486,-0.0020
2026-05-04T22:03:58.504,0.035701,-0.0049
2026-05-04T22:03:58.504,0.035821,-0.0049
2026-05-04T22:03:58.504,0.036003,0.0039
2026-05-04T22:03:58.504,0.036106,0.0020
2026-05-04T22:03:58.504,0.036193,0.0098
2026-05-04T22:03:58.505,0.036423,0.0049
2026-05-04T22:03:58.505,0.036685,-0.0010
2026-05-04T22:03:58.505,0.037013,-0.0020
2026-05-04T22:03:58.506,0.037237,-0.0039
2026-05-04T22:03:58.506,0.037524,-0.0039
2026-05-04T22:03:58.506,0.037937,-0.0020
2026-05-04T22:03:58.507,0.038310,0.0000
2026-05-04T22:03:58.507,0.038678,0.0118
2026-05-04T22:03:58.507,0.038960,-0.0039
2026-05-04T22:03:58.508,0.039331,0.0029
2026-05-04T22:03:58.508,0.039506,-0.0049
2026-05-04T22:03:58.508,0.039775,0.0157
2026-05-04T22:03:58.508,0.040055,0.0020
2026-05-04T22:03:58.509,0.040671,0.0010
2026-05-04T22:03:58.510,0.041377,0.0049
2026-05-04T22:03:58.510,0.041500,0.0000
2026-05-04T22:03:58.511,0.042411,0.0167
2026-05-04T22:03:58.512,0.043388,0.0088
2026-05-04T22:03:58.512,0.043638,0.0020
2026-05-04T22:03:58.513,0.044552,-0.0039
2026-05-04T22:03:58.514,0.045237,-0.0020
2026-05-04T22:03:58.514,0.045415,0.0039
2026-05-04T22:03:58.515,0.046467,0.0059
2026-05-04T22:03:58.515,0.046817,0.0069
2026-05-04T22:03:58.516,0.047486,-0.0020
2026-05-04T22:03:58.517,0.048382,-0.0088
2026-05-04T22:03:58.517,0.048664,-0.0029
2026-05-04T22:03:58.518,0.049441,0.0039
2026-05-04T22:03:58.519,0.050437,0.0069
2026-05-04T22:03:58.519,0.050725,0.0059
2026-05-04T22:03:58.520,0.051408,-0.0069
2026-05-04T22:03:58.520,0.051662,0.0029
2026-05-04T22:03:58.521,0.052579,0.0108
2026-05-04T22:03:58.522,0.053524,0.0118
2026-05-04T22:03:58.522,0.053881,-0.0010
2026-05-04T22:03:58.523,0.054437,0.0029
2026-05-04T22:03:58.524,0.055344,0.0069
2026-05-04T22:03:58.524,0.055679,-0.0020
2026-05-04T22:03:58.525,0.056561,0.0108
2026-05-04T22:03:58.526,0.057359,0.0029
2026-05-04T22:03:58.526,0.057477,0.0000
2026-05-04T22:03:58.527,0.058466,-0.0010
2026-05-04T22:03:58.527,0.058598,0.0118
2026-05-04T22:03:58.528,0.059726,-0.0049
2026-05-04T22:03:58.529,0.060469,-0.0010
2026-05-04T22:03:58.529,0.060749,-0.0010
2026-05-04T22:03:58.530,0.061737,-0.0098
2026-05-04T22:03:58.531,0.062490,-0.0049
2026-05-04T22:03:58.531,0.062844,0.0039
2026-05-04T22:03:58.532,0.063409,0.0049
2026-05-04T22:03:58.533,0.064445,0.0020
2026-05-04T22:03:58.533,0.064780,0.0010
2026-05-04T22:03:58.534,0.065473,0.0069
2026-05-04T22:03:58.535,0.066462,0.0059
2026-05-04T22:03:58.535,0.066792,0.0000
2026-05-04T22:03:58.536,0.067419,-0.0020
2026-05-04T22:03:58.536,0.067697,-0.0029
2026-05-04T22:03:58.537,0.068571,-0.0098
2026-05-04T22:03:58.538,0.069432,-0.0118
2026-05-04T22:03:58.538,0.069745,-0.0088
2026-05-04T22:03:58.539,0.070483,-0.0049
2026-05-04T22:03:58.540,0.071403,0.0069
2026-05-04T22:03:58.540,0.071691,-0.0108
2026-05-04T22:03:58.541,0.072456,0.0010
2026-05-04T22:03:58.542,0.073577,0.0029
2026-05-04T22:03:58.542,0.074104,-0.0069
2026-05-04T22:03:58.543,0.074378,0.0010
2026-05-04T22:03:58.543,0.074506,0.0039
2026-05-04T22:03:58.544,0.075544,0.0000
2026-05-04T22:03:58.545,0.076429,0.0108
2026-05-04T22:03:58.545,0.076708,0.0000
2026-05-04T22:03:58.546,0.077502,0.0069
2026-05-04T22:03:58.547,0.078319,0.0029
2026-05-04T22:03:58.547,0.078860,0.0010
2026-05-04T22:03:58.548,0.079530,0.0000
2026-05-04T22:03:58.548,0.079773,0.0108
2026-05-04T22:03:58.549,0.080441,0.0020
2026-05-04T22:03:58.550,0.081407,0.0029
2026-05-04T22:03:58.550,0.081604,-0.0039
2026-05-04T22:03:58.551,0.082411,0.0108
2026-05-04T22:03:58.552,0.083446,-0.0059
2026-05-04T22:03:58.552,0.083734,-0.0020
2026-05-04T22:03:58.553,0.084507,-0.0078
2026-05-04T22:03:58.554,0.085439,0.0000
2026-05-04T22:03:58.554,0.085699,0.0078
2026-05-04T22:03:58.555,0.086584,0.0137
2026-05-04T22:03:58.555,0.086840,0.0029
2026-05-04T22:03:58.556,0.087405,-0.0059
2026-05-04T22:03:58.557,0.088559,-0.0059
2026-05-04T22:03:58.557,0.088904,-0.0020
2026-05-04T22:03:58.558,0.089452,0.0020
2026-05-04T22:03:58.559,0.090753,0.0029
2026-05-04T22:03:58.559,0.091000,0.0078
2026-05-04T22:03:58.560,0.091422,0.0137
2026-05-04T22:03:58.561,0.092372,0.0049
2026-05-04T22:03:58.561,0.092711,0.0000
2026-05-04T22:03:58.562,0.093473,0.0078
2026-05-04T22:03:58.562,0.093829,0.0000
2026-05-04T22:03:58.563,0.094364,0.0127
2026-05-04T22:03:58.564,0.095472,-0.0010
2026-05-04T22:03:58.564,0.095770,0.0088
2026-05-04T22:03:58.565,0.096405,0.0039
2026-05-04T22:03:58.566,0.097541,0.0108
2026-05-04T22:03:58.566,0.097818,0.0059
2026-05-04T22:03:58.567,0.098427,-0.0039
2026-05-04T22:03:58.568,0.099359,0.0029
2026-05-04T22:03:58.568,0.099588,0.0088
2026-05-04T22:03:58.569,0.100597,-0.0039
2026-05-04T22:03:58.569,0.100895,0.0049
2026-05-04T22:03:58.570,0.101422,0.0010
2026-05-04T22:03:58.571,0.102433,0.0020
2026-05-04T22:03:58.571,0.102696,0.0010
2026-05-04T22:03:58.572,0.103558,-0.0010
2026-05-04T22:03:58.573,0.104379,-0.0010
2026-05-04T22:03:58.573,0.104605,-0.0049
2026-05-04T22:03:58.574,0.105461,0.0049
2026-05-04T22:03:58.575,0.106582,0.0049
2026-05-04T22:03:58.575,0.106929,0.0029
2026-05-04T22:03:58.576,0.107364,0.0010
2026-05-04T22:03:58.576,0.107530,-0.0010
2026-05-04T22:03:58.577,0.108503,0.0069
2026-05-04T22:03:58.578,0.109431,0.0196
2026-05-04T22:03:58.578,0.109797,0.0039
2026-05-04T22:03:58.579,0.110497,0.0088
2026-05-04T22:03:58.580,0.111346,0.0088
2026-05-04T22:03:58.580,0.111573,0.0118
2026-05-04T22:03:58.581,0.112522,0.0039
2026-05-04T22:03:58.582,0.113333,0.0059
2026-05-04T22:03:58.582,0.113561,0.0069
2026-05-04T22:03:58.583,0.114630,-0.0049
2026-05-04T22:03:58.583,0.115015,0.0098
2026-05-04T22:03:58.584,0.115379,0.0020
2026-05-04T22:03:58.585,0.116621,0.0049
2026-05-04T22:03:58.585,0.116981,0.0098
2026-05-04T22:03:58.586,0.117483,-0.0049
2026-05-04T22:03:58.587,0.118921,-0.0020
2026-05-04T22:03:58.588,0.119303,0.0059
2026-05-04T22:03:58.588,0.119588,0.0010
2026-05-04T22:03:58.589,0.121101,-0.0059
2026-05-04T22:03:58.590,0.121384,-0.0010
2026-05-04T22:03:58.590,0.121775,-0.0010
2026-05-04T22:03:58.590,0.122074,0.0000
2026-05-04T22:03:58.591,0.122481,0.0010
2026-05-04T22:03:58.592,0.123447,0.0069
2026-05-04T22:03:58.592,0.123718,0.0078
2026-05-04T22:03:58.593,0.125169,0.0010
2026-05-04T22:03:58.594,0.125392,0.0000
2026-05-04T22:03:58.594,0.125791,-0.0069
2026-05-04T22:03:58.595,0.126441,0.0039
2026-05-04T22:03:58.596,0.127525,0.0010
2026-05-04T22:03:58.596,0.127752,-0.0088
2026-05-04T22:03:58.597,0.128391,0.0039
2026-05-04T22:03:58.598,0.129398,0.0010
2026-05-04T22:03:58.598,0.129673,-0.0010
2026-05-04T22:03:58.599,0.130471,0.0020
2026-05-04T22:03:58.599,0.130712,0.0049
2026-05-04T22:03:58.600,0.131460,0.0059
2026-05-04T22:03:58.601,0.132452,0.0098
2026-05-04T22:03:58.601,0.132799,0.0010
2026-05-04T22:03:58.602,0.133492,0.0069
2026-05-04T22:03:58.603,0.134353,-0.0020
2026-05-04T22:03:58.603,0.134618,0.0000
2026-05-04T22:03:58.604,0.135482,0.0010
2026-05-04T22:03:58.604,0.135797,0.0167
2026-05-04T22:03:58.605,0.136387,0.0137
2026-05-04T22:03:58.606,0.137347,-0.0049
2026-05-04T22:03:58.606,0.137665,0.0020
2026-05-04T22:03:58.607,0.138588,0.0118
2026-05-04T22:03:58.608,0.139406,0.0039
2026-05-04T22:03:58.608,0.139672,0.0010
2026-05-04T22:03:58.609,0.140463,0.0039
2026-05-04T22:03:58.610,0.141391,-0.0069
2026-05-04T22:03:58.610,0.141793,0.0010
2026-05-04T22:03:58.611,0.142388,0.0020
2026-05-04T22:03:58.611,0.142682,0.0039
2026-05-04T22:03:58.612,0.143494,0.0000
2026-05-04T22:03:58.613,0.144437,-0.0039
2026-05-04T22:03:58.613,0.144610,0.0049
2026-05-04T22:03:58.614,0.145393,-0.0049
2026-05-04T22:03:58.615,0.146417,0.0078
2026-05-04T22:03:58.615,0.146661,-0.0127
2026-05-04T22:03:58.616,0.147468,0.0039
2026-05-04T22:03:58.617,0.148460,0.0010
2026-05-04T22:03:58.617,0.148837,0.0039
2026-05-04T22:03:58.618,0.149399,0.0020
2026-05-04T22:03:58.618,0.149673,-0.0020
2026-05-04T22:03:58.619,0.150449,0.0098
2026-05-04T22:03:58.620,0.151599,0.0049
2026-05-04T22:03:58.620,0.151946,-0.0039
2026-05-04T22:03:58.621,0.152428,-0.0059
2026-05-04T22:03:58.622,0.153639,0.0049
2026-05-04T22:03:58.622,0.154006,0.0039
2026-05-04T22:03:58.623,0.154433,0.0020
2026-05-04T22:03:58.624,0.155396,0.0069
2026-05-04T22:03:58.624,0.155696,0.0049
2026-05-04T22:03:58.625,0.156566,0.0020
2026-05-04T22:03:58.625,0.156896,-0.0020
2026-05-04T22:03:58.626,0.157399,0.0059
2026-05-04T22:03:58.627,0.158374,0.0029
2026-05-04T22:03:58.627,0.158733,0.0000
2026-05-04T22:03:58.628,0.159459,0.0118
2026-05-04T22:03:58.629,0.160373,0.0069
2026-05-04T22:03:58.629,0.160597,0.0078
2026-05-04T22:03:58.630,0.161414,0.0137
2026-05-04T22:03:58.631,0.162368,-0.0039
2026-05-04T22:03:58.631,0.162819,0.0000
2026-05-04T22:03:58.632,0.163476,-0.0039
2026-05-04T22:03:58.632,0.163826,0.0020
2026-05-04T22:03:58.633,0.164491,0.0010
2026-05-04T22:03:58.634,0.165558,0.0137
2026-05-04T22:03:58.634,0.165921,0.0078
2026-05-04T22:03:58.635,0.166469,-0.0029
2026-05-04T22:03:58.636,0.167355,0.0010
2026-05-04T22:03:58.636,0.167607,0.0078
2026-05-04T22:03:58.637,0.168884,-0.0049
2026-05-04T22:03:58.638,0.169314,0.0010
2026-05-04T22:03:58.638,0.169491,0.0098
2026-05-04T22:03:58.639,0.170396,-0.0069
2026-05-04T22:03:58.639,0.170670,-0.0029
2026-05-04T22:03:58.640,0.171436,0.0039
2026-05-04T22:03:58.641,0.172462,0.0029
2026-05-04T22:03:58.641,0.172731,0.0088
2026-05-04T22:03:58.642,0.173405,0.0049
2026-05-04T22:03:58.643,0.174366,0.0039
2026-05-04T22:03:58.643,0.174607,0.0010
2026-05-04T22:03:58.644,0.175429,0.0029
2026-05-04T22:03:58.645,0.176414,0.0059
2026-05-04T22:03:58.645,0.176765,0.0010
2026-05-04T22:03:58.646,0.177383,-0.0010
2026-05-04T22:03:58.646,0.177615,0.0010
2026-05-04T22:03:58.647,0.178475,-0.0010
2026-05-04T22:03:58.648,0.179369,-0.0078
2026-05-04T22:03:58.648,0.179668,-0.0010
2026-05-04T22:03:58.649,0.180385,0.0010
2026-05-04T22:03:58.650,0.181427,-0.0010
2026-05-04T22:03:58.650,0.181846,0.0000
2026-05-04T22:03:58.651,0.182449,0.0000
2026-05-04T22:03:58.651,0.182699,0.0157
2026-05-04T22:03:58.652,0.183471,0.0029
2026-05-04T22:03:58.653,0.184426,0.0029
2026-05-04T22:03:58.653,0.184795,0.0000
2026-05-04T22:03:58.654,0.185426,0.0020
2026-05-04T22:03:58.655,0.186375,-0.0088
2026-05-04T22:03:58.655,0.186632,0.0010
2026-05-04T22:03:58.656,0.187491,0.0147
2026-05-04T22:03:58.657,0.188368,0.0059
2026-05-04T22:03:58.657,0.188673,0.0059
2026-05-04T22:03:58.658,0.189476,-0.0059
2026-05-04T22:03:58.658,0.189674,0.0078
2026-05-04T22:03:58.659,0.190412,0.0059
2026-05-04T22:03:58.660,0.191524,0.0098
2026-05-04T22:03:58.660,0.191710,-0.0039
2026-05-04T22:03:58.661,0.192368,0.0049
2026-05-04T22:03:58.662,0.193426,0.0078
2026-05-04T22:03:58.662,0.193808,0.0010
2026-05-04T22:03:58.663,0.194411,0.0020
2026-05-04T22:03:58.664,0.195481,0.0039
2026-05-04T22:03:58.664,0.195845,-0.0039
2026-05-04T22:03:58.665,0.196442,0.0108
2026-05-04T22:03:58.665,0.196676,0.0049
2026-05-04T22:03:58.666,0.197471,-0.0010
2026-05-04T22:03:58.667,0.198372,0.0049
2026-05-04T22:03:58.667,0.198519,0.0020
2026-05-04T22:03:58.668,0.199423,0.0020
2026-05-04T22:03:58.669,0.200444,-0.0010
2026-05-04T22:03:58.669,0.200604,0.0069
2026-05-04T22:03:58.670,0.201517,-0.0020
2026-05-04T22:03:58.671,0.202472,-0.0010
2026-05-04T22:03:58.671,0.202611,-0.0088
2026-05-04T22:03:58.672,0.203510,0.0078
2026-05-04T22:03:58.672,0.203647,0.0000
2026-05-04T22:03:58.673,0.204399,-0.0020
2026-05-04T22:03:58.674,0.205451,0.0088
2026-05-04T22:03:58.674,0.205705,0.0078
2026-05-04T22:03:58.675,0.206460,0.0049
2026-05-04T22:03:58.676,0.207373,-0.0078
2026-05-04T22:03:58.676,0.207689,-0.0010
2026-05-04T22:03:58.677,0.208420,0.0010
2026-05-04T22:03:58.678,0.209361,-0.0010
2026-05-04T22:03:58.678,0.209499,0.0049
2026-05-04T22:03:58.679,0.210451,0.0088
2026-05-04T22:03:58.679,0.210641,0.0039
2026-05-04T22:03:58.680,0.211371,0.0010
2026-05-04T22:03:58.681,0.212374,0.0000
2026-05-04T22:03:58.681,0.212575,0.0039
2026-05-04T22:03:58.682,0.213351,0.0098
2026-05-04T22:03:58.683,0.214345,0.0088
2026-05-04T22:03:58.683,0.214664,0.0049
2026-05-04T22:03:58.684,0.215432,0.0059
2026-05-04T22:03:58.685,0.216362,0.0049
2026-05-04T22:03:58.685,0.216593,0.0010
2026-05-04T22:03:58.686,0.217416,-0.0020
2026-05-04T22:03:58.686,0.217673,-0.0010
2026-05-04T22:03:58.687,0.218419,0.0020
2026-05-04T22:03:58.688,0.219421,0.0029
2026-05-04T22:03:58.688,0.219653,0.0000
2026-05-04T22:03:58.689,0.220416,-0.0029
2026-05-04T22:03:58.690,0.221396,0.0000
2026-05-04T22:03:58.690,0.221675,-0.0039
2026-05-04T22:03:58.691,0.222362,0.0069
2026-05-04T22:03:58.692,0.223374,-0.0010
2026-05-04T22:03:58.692,0.223602,0.0078
2026-05-04T22:03:58.693,0.224451,-0.0069
2026-05-04T22:03:58.693,0.224832,-0.0069
2026-05-04T22:03:58.694,0.225657,0.0078
2026-05-04T22:03:58.695,0.226354,-0.0020
2026-05-04T22:03:58.695,0.226502,-0.0098
2026-05-04T22:03:58.696,0.227472,0.0029
2026-05-04T22:03:58.697,0.228367,-0.0020
2026-05-04T22:03:58.697,0.228669,0.0029
2026-05-04T22:03:58.698,0.229386,-0.0069
2026-05-04T22:03:58.699,0.230364,0.0020
2026-05-04T22:03:58.699,0.230582,0.0029
2026-05-04T22:03:58.700,0.231429,-0.0020
2026-05-04T22:03:58.700,0.231708,-0.0098
2026-05-04T22:03:58.701,0.232439,0.0059
2026-05-04T22:03:58.702,0.233357,0.0118
2026-05-04T22:03:58.702,0.233526,0.0069
2026-05-04T22:03:58.703,0.234429,0.0069
2026-05-04T22:03:58.704,0.235401,0.0108
2026-05-04T22:03:58.704,0.235543,-0.0078
2026-05-04T22:03:58.705,0.236417,0.0108
2026-05-04T22:03:58.706,0.237413,0.0020
2026-05-04T22:03:58.706,0.237678,-0.0010
2026-05-04T22:03:58.707,0.238429,-0.0049
2026-05-04T22:03:58.707,0.238619,0.0020
2026-05-04T22:03:58.708,0.239431,0.0078
2026-05-04T22:03:58.709,0.240422,-0.0020
2026-05-04T22:03:58.709,0.240702,0.0000
2026-05-04T22:03:58.710,0.241427,0.0039
2026-05-04T22:03:58.711,0.242383,-0.0039
2026-05-04T22:03:58.711,0.242959,0.0088
2026-05-04T22:03:58.712,0.243463,0.0010
2026-05-04T22:03:58.713,0.244549,0.0108
2026-05-04T22:03:58.713,0.244786,0.0059
2026-05-04T22:03:58.714,0.245454,0.0000
2026-05-04T22:03:58.714,0.245674,0.0000
2026-05-04T22:03:58.715,0.246420,0.0010
2026-05-04T22:03:58.716,0.247466,0.0000
2026-05-04T22:03:58.716,0.247741,0.0078
2026-05-04T22:03:58.717,0.248575,0.0069
2026-05-04T22:03:58.718,0.249408,0.0029
2026-05-04T22:03:58.718,0.249666,0.0088
2026-05-04T22:03:58.719,0.250447,-0.0049
2026-05-04T22:03:58.719,0.250637,-0.0088
2026-05-04T22:03:58.720,0.251455,0.0059
2026-05-04T22:03:58.721,0.252448,0.0088
2026-05-04T22:03:58.721,0.252717,-0.0069
2026-05-04T22:03:58.722,0.253444,0.0059
2026-05-04T22:03:58.723,0.254431,-0.0010
2026-05-04T22:03:58.723,0.254615,0.0088
2026-05-04T22:03:58.724,0.255437,-0.0020
2026-05-04T22:03:58.725,0.256318,-0.0029
2026-05-04T22:03:58.725,0.256758,-0.0020
2026-05-04T22:03:58.726,0.257482,0.0049
2026-05-04T22:03:58.727,0.258369,-0.0039
2026-05-04T22:03:58.727,0.258572,0.0069
2026-05-04T22:03:58.728,0.259456,0.0049
2026-05-04T22:03:58.728,0.259694,0.0010
2026-05-04T22:03:58.729,0.260374,0.0000
2026-05-04T22:03:58.730,0.261434,0.0010
2026-05-04T22:03:58.730,0.261635,0.0029
2026-05-04T22:03:58.731,0.262509,0.0069
2026-05-04T22:03:58.732,0.263336,0.0098
2026-05-04T22:03:58.732,0.263587,0.0000
2026-05-04T22:03:58.733,0.264425,0.0029
2026-05-04T22:03:58.733,0.264624,0.0020
2026-05-04T22:03:58.734,0.265443,0.0000
2026-05-04T22:03:58.735,0.266434,0.0000
2026-05-04T22:03:58.735,0.266634,-0.0020
2026-05-04T22:03:58.736,0.267502,0.0029
2026-05-04T22:03:58.737,0.268414,0.0039
2026-05-04T22:03:58.737,0.268674,0.0000
2026-05-04T22:03:58.738,0.269435,0.0039
2026-05-04T22:03:58.738,0.269625,0.0020
2026-05-04T22:03:58.739,0.270428,0.0020
2026-05-04T22:03:58.740,0.271506,0.0039
2026-05-04T22:03:58.740,0.271705,-0.0088
2026-05-04T22:03:58.741,0.272348,-0.0010
2026-05-04T22:03:58.742,0.273437,-0.0069
2026-05-04T22:03:58.742,0.273640,0.0059
2026-05-04T22:03:58.743,0.274355,0.0020
2026-05-04T22:03:58.744,0.275345,0.0029
2026-05-04T22:03:58.744,0.275619,-0.0049
2026-05-04T22:03:58.745,0.276436,-0.0039
2026-05-04T22:03:58.746,0.277381,-0.0020
2026-05-04T22:03:58.746,0.277552,0.0069
2026-05-04T22:03:58.747,0.278357,-0.0020
2026-05-04T22:03:58.747,0.278660,-0.0010
2026-05-04T22:03:58.748,0.280053,0.0118
2026-05-04T22:03:58.749,0.280354,0.0059
2026-05-04T22:03:58.749,0.280536,0.0069
2026-05-04T22:03:58.750,0.281443,-0.0029
2026-05-04T22:03:58.751,0.282390,0.0059
2026-05-04T22:03:58.751,0.282620,0.0039
2026-05-04T22:03:58.752,0.283492,-0.0039
2026-05-04T22:03:58.753,0.284401,0.0010
2026-05-04T22:03:58.753,0.284668,-0.0039
2026-05-04T22:03:58.754,0.285411,-0.0029
2026-05-04T22:03:58.755,0.286369,-0.0059
2026-05-04T22:03:58.755,0.286607,0.0108
2026-05-04T22:03:58.756,0.287416,-0.0108
2026-05-04T22:03:58.756,0.287616,-0.0029
2026-05-04T22:03:58.757,0.288378,0.0118
2026-05-04T22:03:58.758,0.289408,0.0039
2026-05-04T22:03:58.758,0.289658,-0.0029
2026-05-04T22:03:58.759,0.290485,-0.0039
2026-05-04T22:03:58.760,0.291324,-0.0049
2026-05-04T22:03:58.760,0.291698,-0.0020
2026-05-04T22:03:58.761,0.292383,-0.0010
2026-05-04T22:03:58.762,0.293350,0.0098
2026-05-04T22:03:58.762,0.293614,0.0039
2026-05-04T22:03:58.763,0.294468,0.0039
2026-05-04T22:03:58.763,0.294748,-0.0069
2026-05-04T22:03:58.764,0.295425,-0.0020
2026-05-04T22:03:58.765,0.296524,0.0147
2026-05-04T22:03:58.765,0.296784,0.0010
2026-05-04T22:03:58.766,0.297368,-0.0059
2026-05-04T22:03:58.767,0.298394,0.0029
2026-05-04T22:03:58.767,0.298621,0.0010
2026-05-04T22:03:58.768,0.299430,0.0059
2026-05-04T22:03:58.769,0.300412,0.0020
2026-05-04T22:03:58.769,0.300667,0.0000
2026-05-04T22:03:58.770,0.301417,0.0029
2026-05-04T22:03:58.770,0.301669,-0.0049
2026-05-04T22:03:58.771,0.302409,-0.0020
2026-05-04T22:03:58.772,0.303397,-0.0010
2026-05-04T22:03:58.772,0.303625,0.0029
2026-05-04T22:03:58.773,0.304372,-0.0020
2026-05-04T22:03:58.774,0.305426,0.0078
2026-05-04T22:03:58.774,0.305668,-0.0010
2026-05-04T22:03:58.775,0.306429,-0.0049
2026-05-04T22:03:58.776,0.307468,-0.0039
2026-05-04T22:03:58.776,0.307672,-0.0049
2026-05-04T22:03:58.777,0.308338,0.0088
2026-05-04T22:03:58.778,0.309329,0.0088
2026-05-04T22:03:58.778,0.309525,0.0059
2026-05-04T22:03:58.779,0.310470,-0.0059
2026-05-04T22:03:58.779,0.310842,0.0020
2026-05-04T22:03:58.780,0.311407,0.0029
2026-05-04T22:03:58.781,0.312499,0.0098
2026-05-04T22:03:58.781,0.312830,0.0029
2026-05-04T22:03:58.782,0.313394,0.0088
2026-05-04T22:03:58.783,0.314454,0.0147
2026-05-04T22:03:58.783,0.314751,0.0049
2026-05-04T22:03:58.784,0.315367,0.0010
2026-05-04T22:03:58.785,0.316372,-0.0010
2026-05-04T22:03:58.785,0.316658,0.0029
2026-05-04T22:03:58.786,0.317485,-0.0069
2026-05-04T22:03:58.786,0.317753,-0.0049
2026-05-04T22:03:58.787,0.318380,0.0010
2026-05-04T22:03:58.788,0.319487,0.0000
2026-05-04T22:03:58.788,0.319737,-0.0049
2026-05-04T22:03:58.789,0.320343,0.0069
2026-05-04T22:03:58.790,0.321509,0.0000
2026-05-04T22:03:58.790,0.321816,-0.0098
2026-05-04T22:03:58.791,0.322921,-0.0020
2026-05-04T22:03:58.792,0.323301,0.0020
2026-05-04T22:03:58.792,0.323538,0.0098
2026-05-04T22:03:58.793,0.324379,0.0049
2026-05-04T22:03:58.793,0.324701,0.0069
2026-05-04T22:03:58.794,0.325436,0.0029
2026-05-04T22:03:58.795,0.326802,-0.0039
